contract_id,event_date,event_type
130907,2021-04-08 21:07:24,Внутреннее сообщение
130907,2021-04-08 21:09:35,Обращение в службу заботы о клиентах
131172,2021-03-29 18:22:39,Изменение данных клиента
131172,2021-03-29 18:22:41,Смена IP-адреса
131172,2021-03-29 18:23:07,Операция с mac-адресом
131172,2021-03-29 18:23:23,Смена тарифа
131172,2021-03-29 18:23:36,Активация точки подключения на сутки
131172,2021-03-29 18:24:52,Изменение данных клиента
131172,2021-03-29 18:25:27,Оборудование
131172,2021-03-30 14:04:54,Изменение данных клиента
131172,2021-03-30 14:15:16,Включение Бесплатной аренды
131172,2021-03-30 14:15:16,Включение услуги Аренда ТВ-приставки
131172,2021-03-30 14:15:16,Включение IPTV-пакета
131172,2021-03-30 14:15:16,Оборудование
131172,2021-03-30 14:26:00,Состояние клиентского оборудования
131172,2021-03-30 21:49:29,Оборудование
131172,2021-03-30 21:49:29,Замена оборудования
131172,2021-03-30 21:49:29,Отключение услуги Аренда ТВ-приставки
131172,2021-03-30 21:49:29,Оборудование
131172,2021-03-31 19:54:44,Активация точки подключения на сутки
132418,2021-04-22 16:44:19,Перенос денежных средств
132418,2021-04-22 16:46:17,Изменение истории
133815,2021-03-03 23:40:11,Активация гарантированного платежа
133815,2021-03-03 23:40:43,Предложение тарифа
133815,2021-03-03 23:40:48,Обращение в службу заботы о клиентах
133815,2021-03-03 23:49:26,Обращение в службу заботы о клиентах
133815,2021-04-07 11:46:15,Обращение в службу заботы о клиентах
133815,2021-04-07 11:46:23,Активация гарантированного платежа
133815,2021-04-07 11:46:31,Предложение ТВ
133815,2021-04-09 12:18:57,Обращение в службу заботы о клиентах
133815,2021-04-11 15:56:44,Обращение в службу заботы о клиентах
133815,2021-04-13 23:46:59,Перенос денежных средств
134114,2021-03-24 18:08:29,Обращение в службу заботы о клиентах
134114,2021-03-24 18:08:37,Смена схемы оплаты
134114,2021-03-24 18:15:58,Внутреннее сообщение
134125,2021-03-02 13:09:19,Смена пароля
134125,2021-03-02 13:11:32,Обращение в службу заботы о клиентах
134125,2021-03-02 13:12:06,Предложение тарифа
134448,2021-04-10 10:05:47,Внутреннее сообщение
134448,2021-04-10 18:11:24,Изменение данных клиента
134448,2021-04-10 18:11:26,Смена IP-адреса
134448,2021-04-10 18:11:53,Смена пароля
134448,2021-04-10 18:15:13,Активация точки подключения на сутки
134448,2021-04-13 18:39:38,Добавление в Обращались с номеров
134448,2021-04-13 18:43:15,Предложение автоплатежа
134448,2021-04-13 18:43:28,Обращение в службу заботы о клиентах
135983,2021-04-08 9:56:44,Обращение в службу заботы о клиентах
135983,2021-04-08 9:57:30,Внутреннее сообщение
135983,2021-04-10 18:17:52,Обращение в службу заботы о клиентах
137240,2021-03-19 10:07:01,Обращение в службу заботы о клиентах
137240,2021-03-19 10:08:52,Внутреннее сообщение
137240,2021-03-19 10:12:39,Предложение IPTV
137240,2021-04-18 23:17:12,Перенос денежных средств
137240,2021-04-18 23:17:29,Перенос денежных средств
137620,2021-04-02 10:35:24,Обращение в службу заботы о клиентах
138062,2021-03-24 19:09:57,Отключение услуги Аренда ТВ-приставки
138062,2021-03-24 19:10:02,Оборудование
139867,2021-04-19 12:46:02,Удаление из Обращались с номеров
139867,2021-04-19 12:46:02,Удаление из Обращались с номеров
139867,2021-04-22 10:25:53,Удаление телефона из записи
139867,2021-04-22 10:26:55,Удаление из Обращались с номеров
140535,2021-03-20 10:44:12,Добавление в Обращались с номеров
140535,2021-03-20 10:45:22,Предложение тарифа
140535,2021-03-20 10:47:55,Обращение в службу заботы о клиентах
140535,2021-04-13 21:56:40,Реестр договоров
140710,2021-03-19 16:20:48,Обращение в службу заботы о клиентах
140710,2021-03-19 16:23:05,Обращение в службу заботы о клиентах
140710,2021-04-01 13:49:39,Отключение услуги Аренда ТВ-приставки
140710,2021-04-01 13:49:42,Оборудование
140710,2021-04-01 13:49:52,Обращение в службу заботы о клиентах
140710,2021-04-08 13:30:17,Обращение в службу заботы о клиентах
142371,2021-03-11 10:07:53,Закрепление сообщения
142371,2021-03-11 19:57:07,Обращение в службу заботы о клиентах
142371,2021-04-07 23:17:23,Реестр договоров
142371,2021-04-26 18:00:02,Обращение в службу заботы о клиентах
142371,2021-04-26 18:28:13,Обращение в службу заботы о клиентах
142371,2021-04-27 12:55:11,Обращение в службу заботы о клиентах
142371,2021-04-27 12:55:24,Отключение услуги Аренда ТВ-приставки
142371,2021-04-27 12:55:27,Оборудование
142371,2021-04-27 13:27:24,Смена тарифа
143290,2021-04-09 19:15:37,Добавление в Обращались с номеров
143290,2021-04-09 19:16:45,Операция с mac-адресом
143290,2021-04-10 13:55:56,Обращение в службу заботы о клиентах
143723,2021-04-09 9:13:23,Внутреннее сообщение
144373,2021-04-04 16:55:10,Обращение в службу заботы о клиентах
144373,2021-04-04 17:17:23,Изменение истории
144373,2021-04-04 17:17:37,Перенос денежных средств
145220,2021-04-10 14:16:40,Обращение в службу заботы о клиентах
145220,2021-04-10 14:26:56,Обращение в службу заботы о клиентах
145220,2021-04-12 13:29:27,Обращение в службу заботы о клиентах
145220,2021-04-20 15:14:50,Обращение в службу заботы о клиентах
